,artist_name,genres,followers,artist_popularity,artist_url,track_name,album_name,release_date,duration_ms,explicit,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
233,Artemas,,875287,64,https://open.spotify.com/artist/0PCCGZ0wGLizHt2KZ7hhA2,i like the way you kiss me - burnt,i like the way you kiss me (burnt),2024-03-26,162406,False,64,0.67,0.94,1,-3.379,1,0.0576,0.025,0.284,0.345,0.661,133.188
234,Artemas,,875287,64,https://open.spotify.com/artist/0PCCGZ0wGLizHt2KZ7hhA2,prettygrunge.wav,just want u to feel something,2023-12-01,119104,False,64,0.412,0.67,4,-3.959,1,0.0289,0.772,0.00108,0.242,0.395,134.024
235,Artemas,,875287,63,https://open.spotify.com/artist/0PCCGZ0wGLizHt2KZ7hhA2,i always kinda knew you’d be the death of me,yustyna,2024-07-11,136099,False,63,0.568,0.915,1,-3.276,0,0.0663,0.000915,4.17e-05,0.602,0.586,97.417
236,Artemas,,875287,24,https://open.spotify.com/artist/0PCCGZ0wGLizHt2KZ7hhA2,So Stunning,So Stunning,2024-07-19,138228,True,24,0.431,0.806,3,-4.646,0,0.0612,0.0319,7.32e-05,0.476,0.4,142.873
237,Adrianne Lenker,"countrygaze, indie pop, small room",567595,77,https://open.spotify.com/artist/4aKWmkWAKviFlyvHYPTNQY,anything,songs,2020-10-23,202047,False,77,0.388,0.291,3,-12.952,1,0.0421,0.774,1.93e-05,0.0874,0.51,83.943
238,Adrianne Lenker,"countrygaze, indie pop, small room",567595,74,https://open.spotify.com/artist/4aKWmkWAKviFlyvHYPTNQY,"not a lot, just forever",songs,2020-10-23,250198,False,74,0.354,0.269,1,-13.242,1,0.0297,0.885,0.00035,0.0872,0.304,91.608
239,Adrianne Lenker,"countrygaze, indie pop, small room",567595,74,https://open.spotify.com/artist/4aKWmkWAKviFlyvHYPTNQY,half return,songs,2020-10-23,128700,False,74,0.435,0.382,3,-11.75,1,0.0298,0.821,0.0327,0.117,0.668,143.866
240,Adrianne Lenker,"countrygaze, indie pop, small room",567595,69,https://open.spotify.com/artist/4aKWmkWAKviFlyvHYPTNQY,forwards beckon rebound,songs,2020-10-23,189464,False,69,0.535,0.243,2,-17.583,1,0.0344,0.914,1.82e-05,0.0745,0.631,122.737
241,Adrianne Lenker,"countrygaze, indie pop, small room",567595,63,https://open.spotify.com/artist/4aKWmkWAKviFlyvHYPTNQY,ingydar,songs,2020-10-23,248386,False,63,0.65,0.284,10,-15.665,0,0.0286,0.958,0.00221,0.213,0.512,112.767
242,Adrianne Lenker,"countrygaze, indie pop, small room",567595,62,https://open.spotify.com/artist/4aKWmkWAKviFlyvHYPTNQY,Jonathan,a-sides,2014-05-01,128853,False,62,0.573,0.276,11,-14.235,1,0.0405,0.862,0.00215,0.12,0.466,136.704
243,Adrianne Lenker,"countrygaze, indie pop, small room",567595,59,https://open.spotify.com/artist/4aKWmkWAKviFlyvHYPTNQY,Indiana,a-sides,2014-05-01,157440,False,59,0.444,0.173,1,-13.476,1,0.0505,0.937,9.03e-06,0.117,0.488,154.857
244,Adrianne Lenker,"countrygaze, indie pop, small room",567595,56,https://open.spotify.com/artist/4aKWmkWAKviFlyvHYPTNQY,Sadness As A Gift,Bright Future,2024-03-22,259015,False,56,0.53,0.277,9,-11.037,1,0.031,0.862,0.0,0.112,0.358,115.34
245,Adrianne Lenker,"countrygaze, indie pop, small room",567595,58,https://open.spotify.com/artist/4aKWmkWAKviFlyvHYPTNQY,zombie girl,songs,2020-10-23,164224,False,58,0.538,0.103,8,-19.38,1,0.0462,0.914,5.3e-05,0.137,0.383,128.424
246,Adrianne Lenker,"countrygaze, indie pop, small room",567595,55,https://open.spotify.com/artist/4aKWmkWAKviFlyvHYPTNQY,Free Treasure,Bright Future,2024-03-22,215514,False,55,0.495,0.196,1,-9.992,1,0.0333,0.915,0.0,0.152,0.375,76.47
247,ATEEZ,"k-pop, k-pop boy group",4174753,75,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,WORK,GOLDEN HOUR : Part.1,2024-05-31,172381,False,75,0.906,0.752,11,-5.296,0,0.085,0.0136,0.0,0.0733,0.635,100.003
248,ATEEZ,"k-pop, k-pop boy group",4174753,70,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,BOUNCY (K-HOT CHILLI PEPPERS),THE WORLD EP.2 : OUTLAW,2023-06-16,187310,False,70,0.532,0.896,8,-4.356,1,0.184,0.00869,0.0,0.106,0.479,150.06
249,ATEEZ,"k-pop, k-pop boy group",4174753,69,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,Crazy Form,THE WORLD EP.FIN : WILL,2023-12-01,198365,False,69,0.83,0.791,5,-5.185,0,0.049,0.027,0.0,0.343,0.466,119.024
250,ATEEZ,"k-pop, k-pop boy group",4174753,68,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,Hush-Hush,Hush-Hush,2024-07-01,205013,False,68,0.797,0.831,11,-5.533,0,0.0643,0.0338,0.0,0.368,0.39,107.007
251,ATEEZ,"k-pop, k-pop boy group",4174753,65,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,HALAZIA,SPIN OFF : FROM THE WITNESS,2022-12-30,197025,False,65,0.482,0.884,6,-4.538,0,0.0668,0.000677,0.000575,0.0883,0.377,171.915
252,ATEEZ,"k-pop, k-pop boy group",4174753,64,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,Blind,GOLDEN HOUR : Part.1,2024-05-31,198736,False,64,0.826,0.651,10,-6.864,0,0.055,0.00179,6.45e-06,0.0697,0.559,125.036
253,ATEEZ,"k-pop, k-pop boy group",4174753,64,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,Guerrilla,THE WORLD EP.1 : MOVEMENT,2022-07-29,207921,False,64,0.555,0.89,9,-5.349,1,0.132,0.00399,0.0,0.0506,0.581,181.963
254,ATEEZ,"k-pop, k-pop boy group",4174753,64,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,Deja Vu,ZERO : FEVER Part.3,2021-09-13,196670,False,64,0.692,0.835,6,-4.978,0,0.0628,0.0517,0.0,0.134,0.566,80.017
255,ATEEZ,"k-pop, k-pop boy group",4174753,62,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,WONDERLAND,TREASURE EP.FIN : All To Action,2019-10-08,199013,False,62,0.571,0.964,4,-1.949,0,0.124,0.0503,0.0,0.356,0.519,129.997
256,ATEEZ,"k-pop, k-pop boy group",4174753,62,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,"IT's You (YEOSANG, SAN, WOOYOUNG)",THE WORLD EP.FIN : WILL,2023-12-01,209538,False,62,0.68,0.709,2,-6.427,1,0.08,0.0306,3.43e-06,0.32,0.355,144.01
257,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,77,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,"Dear Maria, Count Me In","So Wrong, It's Right",2007-09-25,182826,False,77,0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04
258,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,68,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Monsters (feat. blackbear),"Wake Up, Sunshine",2020-04-03,174067,True,68,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532
259,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,62,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Weightless,Nothing Personal (Deluxe Version),2009-07-07,198000,True,62,0.497,0.923,2,-4.512,1,0.138,0.00282,0.0,0.158,0.663,181.074
260,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,61,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Monsters (feat. Demi Lovato and blackbear),Monsters (feat. Demi Lovato and blackbear),2020-12-04,174424,True,61,0.51,0.787,0,-3.712,0,0.0529,0.0137,0.0,0.368,0.793,162.092
261,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,45,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,"Dear Maria, Count Me In - ATL's Version",The Forever Sessions - Vol. 1,2024-08-23,187266,False,45,0.491,0.837,2,-3.528,1,0.0533,4.13e-05,0.0,0.194,0.384,90.529
262,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,60,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Fake As Hell (with Avril Lavigne),Fake As Hell (with Avril Lavigne),2023-09-15,179166,True,60,0.456,0.911,1,-2.904,0,0.0476,0.000771,0.0,0.323,0.624,164.032
263,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,57,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Remembering Sunday,"So Wrong, It's Right",2007-09-25,256733,False,57,0.45,0.602,6,-4.801,0,0.0264,0.15,0.0,0.141,0.316,170.043
264,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,53,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Sleepwalking,Tell Me I'm Alive,2023-03-17,187344,False,53,0.514,0.671,11,-3.206,0,0.0309,0.022,0.0,0.0909,0.524,88.017
265,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,56,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,A Love Like War (feat. Vic Fuentes),Don't Panic: It's Longer Now!,2013-09-30,213740,False,56,0.475,0.987,5,-3.515,0,0.121,0.00028,2.4e-06,0.335,0.632,162.005
266,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,55,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Break Your Little Heart,Nothing Personal (Deluxe Version),2009-07-07,171706,False,55,0.417,0.951,1,-3.006,1,0.0499,0.00295,0.0,0.335,0.643,147.944
267,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,77,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,X'CLUSIVO - REMIX,X'CLUSIVO (REMIX),2024-02-29,208133,True,77,0.813,0.552,6,-6.328,1,0.0769,0.0702,0.000195,0.0542,0.773,146.953
268,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,70,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,La Jumpa,Sr. Santos,2022-12-01,255693,True,70,0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06
269,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,76,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),2016-09-30,264000,True,76,0.815,0.514,6,-9.446,0,0.361,0.54,0.0,0.611,0.623,120.054
270,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,65,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Hace Mucho Tiempo,"Sentimiento, Elegancia y Maldad",2013-11-19,171333,False,65,0.687,0.782,8,-5.571,0,0.072,0.629,3.15e-05,0.106,0.72,89.978
271,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,75,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Pa' Que La Pases Bien,El Fenomeno,2008-12-08,214120,False,75,0.897,0.755,9,-5.684,0,0.144,0.00758,0.000451,0.264,0.567,110.008
272,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,74,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,ALV,"Sentimiento, Elegancia y Más Maldad",2023-11-17,224285,False,74,0.6,0.831,5,-3.858,1,0.0476,0.299,0.0,0.234,0.652,178.245
273,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,74,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Si Se Da - Remix,Si Se da Remix,2019-08-02,332240,True,74,0.817,0.672,11,-5.612,0,0.299,0.441,0.0,0.13,0.774,93.999
274,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,73,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Me Prefieres A Mi,Me Prefieres A Mi,2012-01-01,195657,False,73,0.726,0.604,7,-8.127,1,0.0846,0.546,2.71e-05,0.913,0.788,80.994
275,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,72,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Me Ama Me Odia,Me Ama Me Odia,2016-09-01,326936,False,72,0.735,0.603,6,-9.474,0,0.203,0.226,3.56e-05,0.0844,0.429,135.993
276,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,67,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,PESO COMPLETO,ÉXODO,2024-06-20,193714,True,67,0.783,0.701,1,-5.455,1,0.132,0.283,0.000781,0.643,0.52,140.04
277,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,68,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,The Downfall Of Us All,Homesick,2009-02-03,209093,False,68,0.588,0.881,0,-4.62,1,0.0666,0.000252,0.0,0.326,0.709,129.947
278,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,67,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,If It Means A Lot To You,Homesick,2009-02-03,243226,False,67,0.584,0.536,10,-8.158,1,0.0279,0.112,0.0,0.456,0.441,127.001
279,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,66,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,All I Want,What Separates Me From You,2010-11-16,202640,False,66,0.349,0.981,2,-3.228,0,0.141,2.58e-05,0.0,0.343,0.207,160.042
280,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,64,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,"I'm Made Of Wax, Larry, What Are You Made Of?",Homesick,2009-02-03,180840,False,64,0.241,0.97,10,-4.246,0,0.104,7.35e-05,0.0,0.904,0.621,159.93
281,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,64,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,All Signs Point To Lauderdale,What Separates Me From You,2010-11-16,197200,True,64,0.425,0.983,10,-3.437,1,0.114,0.000263,0.0,0.114,0.513,149.95
282,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,63,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,Have Faith In Me,Homesick,2009-02-03,188813,False,63,0.507,0.933,0,-4.7,1,0.0869,7e-05,0.0,0.105,0.715,149.996
283,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,62,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,Mr. Highway's Thinking About The End,Homesick,2009-02-03,255826,False,62,0.301,0.916,10,-6.218,0,0.0919,0.000132,1.84e-05,0.293,0.451,150.091
284,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,61,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,Since U Been Gone,For Those Who Have Heart (Deluxe Edition),2007-01-22,198266,False,61,0.625,0.951,3,-5.209,1,0.0494,0.00497,0.0,0.107,0.721,128.01
285,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,61,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,Miracle,Miracle,2022-07-21,243977,True,61,0.463,0.917,7,-3.776,1,0.13,0.000266,1.8e-05,0.0872,0.369,160.028
286,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,58,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,Resentment,You're Welcome,2021-03-05,227266,False,58,0.496,0.955,9,-3.607,0,0.196,8.3e-05,9.64e-05,0.0549,0.143,122.956
287,Alicia Keys,"neo soul, pop, r&b",11997483,83,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,If I Ain't Got You,The Diary Of Alicia Keys,2003-12-02,228706,False,83,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402
288,Alicia Keys,"neo soul, pop, r&b",11997483,81,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,My Boo,Confessions (Expanded Edition),2004-03-23,223440,False,81,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412
289,Alicia Keys,"neo soul, pop, r&b",11997483,74,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,No One,No One (Remixes),2007-10-09,254523,False,74,0.641,0.552,1,-5.423,0,0.0283,0.027,4.63e-06,0.148,0.152,90.098
290,Alicia Keys,"neo soul, pop, r&b",11997483,76,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,Fallin',Songs In A Minor,2001-06-05,210200,False,76,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986
291,Alicia Keys,"neo soul, pop, r&b",11997483,75,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,Girl on Fire,Girl on Fire (Remixes) - EP,2012-11-18,224920,False,75,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513
292,Alicia Keys,"neo soul, pop, r&b",11997483,70,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,Un-thinkable (I'm Ready) (feat. Drake) - Remix,Un-thinkable (I'm Ready) (feat. Drake) [Remix],2010-05-28,282026,False,70,0.531,0.603,7,-6.242,1,0.0944,0.728,0.0,0.11,0.228,86.162
293,Alicia Keys,"neo soul, pop, r&b",11997483,69,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,Empire State of Mind (Part II) Broken Down,The Element Of Freedom,2009-12-15,216480,False,69,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923
294,Alicia Keys,"neo soul, pop, r&b",11997483,66,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,You Don't Know My Name,The Diary Of Alicia Keys,2003-12-02,366733,False,66,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078
295,Alicia Keys,"neo soul, pop, r&b",11997483,66,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,Un-thinkable (I'm Ready),The Element Of Freedom,2009-12-15,249240,False,66,0.596,0.505,7,-7.892,1,0.0619,0.732,1.97e-05,0.106,0.335,86.097
296,Alicia Keys,"neo soul, pop, r&b",11997483,64,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,I’m Not The Only One (feat. Alicia Keys),In The Lonely Hour - 10th Anniversary Edition,2024-08-02,220253,False,64,0.449,0.444,4,-7.248,1,0.0416,0.755,6.88e-05,0.267,0.138,81.222
297,Ayesha Erotica,,1231864,73,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Emo Boy,Big Juicy,2016-04-20,154096,True,73,0.699,0.698,11,-11.665,0,0.167,0.00534,0.0,0.267,0.601,133.972
298,Ayesha Erotica,,1231864,70,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Yummy,Fresh Meat,2017-10-25,160940,True,70,0.776,0.659,10,-12.282,0,0.351,0.0127,0.00035,0.0424,0.656,91.067
299,Ayesha Erotica,,1231864,69,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,BREAK A NECK (w/ Ayesha Erotica),BREAK A NECK (w/ Ayesha Erotica),2024-04-17,116330,True,69,0.705,0.729,8,-5.028,1,0.143,0.000271,0.0682,0.229,0.632,159.012
300,Ayesha Erotica,,1231864,69,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,THE BADDEST (BADDER) [feat. Ayesha Erotica],THE BADDEST (BADDER) [feat. Ayesha Erotica],2024-07-19,143994,True,69,0.844,0.892,1,-0.892,1,0.312,0.0104,0.0,0.75,0.755,119.967
301,Ayesha Erotica,,1231864,68,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Yummy - Righteous Remix,Yummy (Righteous Remix),2023-12-01,164001,True,68,0.586,0.578,5,-10.113,0,0.0431,0.00133,0.871,0.136,0.3,82.004
302,Ayesha Erotica,,1231864,68,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Literal Legend,Fresh Meat,2017-10-25,164728,True,68,0.632,0.81,7,-4.289,1,0.246,0.0141,7.42e-05,0.0863,0.832,137.031
303,Ayesha Erotica,,1231864,63,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Big Juicy,Big Juicy,2016-04-20,205191,True,63,0.787,0.47,1,-10.623,1,0.243,0.000717,0.0,0.12,0.965,137.954
304,Ayesha Erotica,,1231864,63,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Sixteen,Big Juicy,2016-04-20,131982,True,63,0.836,0.734,8,-12.171,1,0.0762,0.00403,0.0,0.0586,0.813,131.068
305,Ayesha Erotica,,1231864,62,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Vacation Bible School,Vacation Bible School,2018-12-31,291692,True,62,0.628,0.605,11,-11.536,0,0.198,0.103,0.0,0.0599,0.667,130.014
306,Ayesha Erotica,,1231864,62,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Where You @,Barely Legal,2016-06-16,164307,True,62,0.514,0.735,1,-13.277,1,0.357,0.0232,0.0,0.0422,0.522,66.147
307,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,82,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,2022-12-02,194786,True,82,0.765,0.552,1,-7.524,0,0.309,0.175,0.0,0.193,0.492,119.476
308,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,82,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,It's Up (feat. Young Thug & 21 Savage),100 GIGS,2024-08-10,278000,True,82,0.782,0.719,1,-4.863,1,0.115,0.0311,0.0,0.157,0.304,139.941
309,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,57,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,RIVER,RIVER,2024-08-03,247272,True,57,0.709,0.415,1,-10.811,1,0.0876,0.203,0.0,0.146,0.292,131.929
310,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,70,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,pick up the phone,pick up the phone,2016-06-03,252262,True,70,0.706,0.716,7,-4.263,0,0.0768,0.115,0.0,0.316,0.459,136.904
311,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,73,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Go Crazy,Slime & B,2020-05-08,176960,True,73,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148
312,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,72,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Hot (Remix) [feat. Gunna and Travis Scott],So Much Fun (Deluxe),2019-12-20,279906,True,72,0.845,0.631,7,-8.206,0,0.216,0.188,0.0,0.0806,0.545,111.983
313,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,71,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,2021-09-03,257604,True,71,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008
314,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,71,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,SKITZO (feat. Young Thug),UTOPIA,2023-07-28,366592,True,71,0.472,0.551,5,-7.219,0,0.25,0.103,0.0,0.345,0.347,83.25
315,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,65,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,The London (feat. J. Cole & Travis Scott),So Much Fun,2019-08-16,200186,True,65,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991
316,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,69,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Digits,Slime Season 3,2016-03-25,176386,True,69,0.769,0.632,10,-4.228,0,0.0537,0.0325,0.0,0.116,0.294,131.932
317,Avicii,"dance pop, edm, pop, pop dance",22976158,86,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Wake Me Up,True,2013-01-01,247426,False,86,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
318,Avicii,"dance pop, edm, pop, pop dance",22976158,85,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,The Nights,The Days / Nights,2014-01-01,176658,False,85,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983
319,Avicii,"dance pop, edm, pop, pop dance",22976158,80,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Waiting For Love,Stories,2015-10-02,230613,False,80,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999
320,Avicii,"dance pop, edm, pop, pop dance",22976158,79,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Levels - Radio Edit,Levels,2011-10-28,199906,False,79,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04
321,Avicii,"dance pop, edm, pop, pop dance",22976158,78,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Hey Brother,True,2013-01-01,255093,False,78,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
322,Avicii,"dance pop, edm, pop, pop dance",22976158,77,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Without You (feat. Sandro Cavazza),AVĪCI - 01,2017-08-10,181672,True,77,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993
323,Avicii,"dance pop, edm, pop, pop dance",22976158,73,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Addicted To You,True,2013-01-01,148386,False,73,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031
324,Avicii,"dance pop, edm, pop, pop dance",22976158,62,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,I Could Be The One [Avicii vs Nicky Romero],2012-01-01,208320,False,62,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946
325,Avicii,"dance pop, edm, pop, pop dance",22976158,70,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,SOS (feat. Aloe Blacc),TIM,2019-06-06,157202,False,70,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001
326,Avicii,"dance pop, edm, pop, pop dance",22976158,70,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Lonely Together (feat. Rita Ora),AVĪCI - 01,2017-08-10,181812,False,70,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977
